"lodID","title","pubYear","abst"
"7909211","한국의 공공도서관 통계에 대한 분석 연구: 도서관 기본 정보 및 시설 현황을 중심으로","2021","이 연구는 2007년부터 2020년까지 공공도서관 통계를 이용하여 공공도서관의 기본 정보와 시설을 중심으로 14년 동안 우리나라 공공도서관의 변화 추이와 현황을 분석하였다. 연구 데이터는 국가도서관통계시스템으로부터 수집하고 이를 우리나라 인구수 및 1인당 GDP와 비교하였다. 그 결과, 우리나라 공공도서관은 2020년 현재 1,172개관으로 2007년에 비해 양적 측면에서 약 2배 가까이 증가하였으며, 이러한 증가는 1인당 GDP 및 인구수와 매우 강한 상관관계가 있음을 파악하였다. 2020년에는 지자체 소속 위탁 운영 공공도서관이 229개관으로 2007년에 비해 그 비율이 18.8%에서 25.1%로 상승하였다. 공공도서관의 부지면적은 도서관마다 편차가 크지만 시간이 지남에 따라 점점 넓어지는 추세를 보이며, 건물 연면적은 지자체 소속 도서관보다 교육청 소속 도서관이 더 넓고 시간에 따라 점점 넓어지는 추세를 보인 반면, 지자체 소속 도서관은 다소 감소하였다. 도서관의 총 좌석 수는 모든 도서관에서 감소하고 있으며 어린이 열람석과 노인 및 장애인 열람석은 다소 증가하는 경향을 보였다."
"7876005","공공도서관 디지털자료 운영실태에 따른 디지털자료 이용 활성화 방안 연구","2021","본 연구에서는 디지털자료 운영 현황을 분석하여 도서관의 스마트디지털 환경을 위한 스마트도서관 도입에 필요한 기초 자료를 제공하고자 하였다. 이를 위해 전국 공공도서관 디지털자료실<U+2024>디지털자료 담당자 213명을 대상으로 디지털자료 운영실태 조사를 실시하였다. 연구 결과, 첫째, 응답 공공도서관의 80.8%가 디지털자료실을 운영하고 있으며, 평균 1.75명이 디지털자료 관리 업무를 담당하고 있다. 응답 공공도서관은 개방형 와이파이가 설치되어 있으나 5G 서비스는 11.3%만이 도입하고 있는 것으로 나타났다. 둘째, 응답 공공도서관이 가장 많이 보유하고 있는 디지털자료는 영상 콘텐츠(63.8%)이며, 다음으로 전자책(53.5%)과 오디오북(53.5%) 순으로 조사되었다. 그 외, 오디오북은 평균 781종, 영상 콘텐츠는 4,985종, 영상외 비도서 콘텐츠는 3,616종, 기타 디지털자료는 626종을 보유하고 있는 것으로 조사되었다. 본 연구는 도서관 스마트디지털 환경 구축과 스마트도서관 도입을 위한 기초 연구로서 향후 디지털 자료 활성화 방안, 스마트도서관 도입에 관한 사서의 인식조사 연구가 수행될 필요가 있다.


In this study, we tried to provide basic materials necessary for introduction of smart libraries by analyzing present conditions of its operation based on the actual conditions of digital materials. For this study, a survey of actual use of digital materials is conducted for digital material rooms of public libraries in nationwide and 213 persons in charge of digital materials. As a result of this study, the followings are found: first, 80.8% of those public libraries responding to the survey operate digital material rooms and average 1.75 person is in charge of managing digital materials and open type Wi-Fis are installed in those public libraties but only 11.3% of those libraries provide 5G services; second, it is found that the digital data which are owned by those public libraries most are video contents (63.8%), e-books (53.5%) and audio books (53.5%) in order. In addition average number of types of audio books 781, video contents 4,985, nonbook contents except for video 3,616 and other digital data 626. This study is a basic research for introduction of smart library and it is necessary to conduct another study of a plan for future revitalization of digital materials and librarians’ awareness on introduction of smart library.
"
"7876004","2020 구글 스칼라 매트릭스에 색인된 국내 주요 학술지에 대한 계량서지학적 분석","2021","본 연구에서는 다학제적 연구가 활발해진 국내 연구의 동향을 파악하기 위하여 2020 구글 스칼라 매트릭스에 색인된 국내 주요 학술지 데이터를 활용하여 전 학문분야를 포괄하는 네트워크 분석(대학협력 네트워크, 키워드 동시출현 네트워크, 학술지 인용 네트워크, 학문분야 인용 네트워크)을 실시하였다. 대학협력 네트워크 분석결과, 서울대학교, 계명대학교, 성균관대학교 등 협력연구를 활발히 진행하는 대학을 파악할 수 있었고, 키워드 동시출현 네트워크 분석결과, 이직의도, 직무만족 등 직무 관련 키워드가 높은 빈도로 나타남을 확인하였다. 학술지 인용 네트워크에서는 한국콘텐츠학회논문지, 한국사회학, 한국심리학회지: 문화 및 사회문제 등 인용이 많이 되고 있는 핵심 학술지들을 확인하였으며, 학문분야 인용 네트워크에서는 교육학, 경영학, 사회복지학이 다른 학문에 가장 많은 영향을 미치는 학문임을 확인하였다. 본 연구에서는 기존의 국내 계량서지분석연구에서 시도하지 않았던 구글 스칼라 매트릭스 데이터를 처음 활용하였으며, 키워드, 학술지, 학문분야로 범위를 확장시켜가며 단계적 네트워크 분석을 실시하였다는 점에서 학술적 의의를 가지며, 연구결과는 국내 대학 간 공동연구의 전략 수립 및 다학제적 융합 연구 기획에 활용될 수 있다는 점에서 실질적인 함의를 시사한다.


This study aims to understand the research landscape of South Korea using the data of 2020 Google Scholar Metrics. To achieve the goal, we constructed and analyzed four types of networks including the university collaboration network, the keyword co-occurrence network, the journal citation network, and the discipline citation network. Through the analysis of the university collaboration network, we found major universities such as Seoul National University, Keimyung University, and Sungkyunkwan University that have led collaborative research. Job related keywords such as job change intention and job satisfaction have been frequently studied with other keywords. Through the analysis of the journal citation network, we found multiple journals such as The Journal of the Korea Contents Association, Korean Journal of Sociology, and Korean Journal of Culture and Social Issues that have been widely cited by the other journals and influenced them. Finally, Education, Business administration, and Social welfare were identified as the top influential disciplines that have influenced other disciplines through the knowledge diffusion. The study is the first of its kind to use the data of Google Scholar Metrics and conduct a stepwise network analysis (e.g., keyword, journal, and discipline) to broadly understand the research landscape of South Korea. Our results can be used by government agencies and universities to develop effective strategies of promoting university collaboration and interdisciplinary research.
"
"7876002","독서교육이 독서에 대한 상황적 흥미와 동기에 미치는 영향 연구 :초등학교 5, 6학년을 중심으로","2021","초등학교 시기는 독서 습관 형성에 중요한 시기이므로 학생들의 독서 동기를 향상시킬 수 있는 독서 교육방안의 고찰이 필요하다. 본 연구는 독서교육이 학생들의 상황적 흥미와 내재적 독서 동기에 미치는 영향 관계를 파악하여 학교 현장에서 효과적으로 독서교육을 운영할 방안을 모색하는 데 그 목적이 있다. 이를 위해 초등학교 5, 6학년을 대상으로 심층 면담 및 설문조사를 시행 후 영향 관계를 통계적으로 분석하였다. 그 결과, 상황적 흥미에 가장 큰 영향을 미치는 요인은 교사의 독서수업으로 나타났으며 상황적 흥미는 교사의 독서수업과 내재적 독서 동기의 관계에서 가장 큰 매개 효과를 나타냈다. 이러한 분석결과를 바탕으로 학교 독서교육을 효과적으로 운영하기 위한 방안을 제시하였다.


Elementary school is a critical period for the students to form a reading habit. So it is necessary to consider the ways of reading education that can promote the student’s reading motivation. This study explores the effective applications of reading education in the school by testing the relationship among reading education, student’s situational interest, and intrinsic motivation. To this end, this study executed several in-depth interveiws as a pilot and a questionnaire survey with 5th and 6th graders in elementary schools. The survey results were statistically analyzed. As a result, teacher’s reading instruction had the most positive effect on the situational interest, and situational interest had the greatest mediating effect in the relationship between teacher’s reading instruction and the students’ intrinsic reading motivation. Based on the result, improvements in reading education were suggested for the students to form a good reading habit.
"
"7876001","경북도서관 특화장서 개발 전략 연구","2021","대다수 국가에서 공공도서관은 지역사회를 위한 지식정보 허브, 복합문화공간, 만남과 소통을 위한 제3의 장소로서의 역할을 수행하고 있다. 이를 위한 공공도서관 업무 중에서 요체는 체계적인 장서개발이고, 구축된 장서는 모든 지식정보서비스에 필수적이다. 특히 지역대표도서관은 광역자치단체를 위한 종합지식정보센터로서의 법정 업무를 수행해야 하며 다른 공공도서관이 수행하기 어려운 특화장서를 개발<U+2024>제공<U+2024>보존해야 한다. 이에 외국의 대규모 공공도서관과 국내 지역대표도서관의 특화장서 개발 사례를 조사하고 경북지역 공공도서관 직원을 대상으로 특화장서 등에 대한 인식도를 조사하였으며, 경북의 문화지형을 분석하였다. 이들을 배경정보로 삼아 ‘경북지식문화유산’으로 명명한 경북도서관의 특화장서 개발방안 및 구축전략을 제안하였다.


In most countries, public libraries play a role as a knowledge and information hub for local communities, a complex cultural space, and a third place for meetings and communication. Among the work of public libraries for this purpose, the key point is systematic collection development, and the established collection is essential for all knowledge and information services. In particular, local representative libraries must perform legal duties as a comprehensive knowledge information center for metropolitan governments, and develop, preserve, and service specialized collections that are difficult for other public libraries. Therefore, we analyzed the development cases of specialized collections of public libraries in large cities in foreign countries and local representative libraries in Korea, surveyed the degree of awareness of specialized collections for employees of public libraries and the cultural to geography in Gyeongbuk region. Based on the background information, this study proposed the development plan and establishment strategy of the Gyeongbuk Library specialized collection, which was named “Gyeongbuk Knowledge and Cultural Heritage.”
"
"7875999","기록정보의 안전한 보호와 접근통제에 관한 인식과 과제","2021","4차산업 혁명으로 상징되는 IT 기술의 발달과 전자정부의 등장 및 환경의 변화 등에 따라 기록관리 영역에도 급격한 변화가 나타나고 있다. 대부분의 정부산하 공공기관은 전자문서시스템과 기록관리시스템, 온나라시스템 등 정보보호의 대상이 되는 정보시스템을 이용한다. 이용자중심의 기록관리 환경에서 물리적 환경과 전자시스템을 통한 기록정보의 접근통제는 기록정보의 보호를 위한 필수적인 요소라고 할 수 있다. 이에 본 연구는 공공기관 기록물관리 전문요원들의 기록정보의 안전한 보호와 접근통제에 대한 인식을 조사하여 개선해야 할 과제를 도출하고, 이를 개선하기 위한 논의와 제안점을 제시하였다. 먼저, 우리나라 정보보호 체계에 대한 법<U+2024>제도 현황을 살펴보고, 접근통제에 대한 규정을 분석하여 기록관리 법<U+2024>제도 및 접근통제 현황과 비교함으로써 시사점을 도출한다. 다음으로 질적연구 방법을 활용하여 정부산하 공공기관에서 근무하고 있는 전문요원들을 대상으로 심층인터뷰를 진행하였고, 그 결과를 분석하였다. 본 연구는 기록정보의 안전한 보호와 접근통제를 위하여 기록관리 영역의 체계 개편 등을 제안하여 정부산하 공공기관 기록관리의 개선과 전문요원들이 실질적인 권한과 통제권을 가지기 위한 제안을 통하여 기록관리 내실화를 꾀하였다는데 의의가 있다.


The development of IT technology that has come to symbolize the fourth industrial revolution, the introduction of online government, and the change in environment has caused radical changes in record management. Most public institutions under the government make use of information systems that are objects of information protection such as electronic document system, document management system, and Onnara system. Further, protection and access control of record information through physical environment and electronic system in a user-centered record management environment is an essential component. Hence, this study studies how professional records management professionals in public institutions recognize safe protection and access management of record information, deriving areas that require improvement and providing a discussion and suggestions to bring about such improvement. This study starts by examining laws and policies on information protection in Korea, analyzing items on access control to compare them with laws and policies, as well as the current situation on records management and derive implications. This study is meaningful in that it aims to substantialize records management by suggesting areas of improvement necessary for the protection and management of record information in public institutions and providing professionals with tangible authority and control.
"
"7875998","사전학습된 언어 모델 기반의 양방향 게이트 순환 유닛 모델과 조건부 랜덤 필드 모델을 이용한 참고문헌 메타데이터 인식 연구","2021","본 연구에서는 사전학습 된 언어 모델을 기반으로 양방향 게이트 순환 유닛 모델과 조건부 랜덤 필드 모델을 활용하여 참고문헌을 구성하는 메타데이터를 자동으로 인식하기 위한 연구를 진행하였다. 실험 집단은 2018년에 발행된 학술지 40종을 대상으로 수집한 PDF 형식의 학술문헌 53,562건을 규칙 기반으로 분석하여 추출한 참고문헌 161,315개이다. 실험 집합을 구축하기 위하여 PDF 형식의 학술 문헌에서 참고문헌을 분석하여 참고문헌의 메타데이터를 자동으로 추출하는 연구를 함께 진행하였다. 본 연구를 통하여 가장 높은 성능을 나타낸 언어 모델을 파악하였으며 해당 모델을 대상으로 추가 실험을 진행하여 학습 집합의 규모에 따른 인식 성능을 비교하고 마지막으로 메타데이터별 성능을 확인하였다.


This study applied reference metadata recognition using bidirectional GRU-CRF model based on pre-trained language model. The experimental group consists of 161,315 references extracted by 53,562 academic documents in PDF format collected from 40 journals published in 2018 based on rules. In order to construct an experiment set. This study was conducted to automatically extract the references from academic literature in PDF format. Through this study, the language model with the highest performance was identified, and additional experiments were conducted on the model to compare the recognition performance according to the size of the training set. Finally, the performance of each metadata was confirmed.
"
"7875995","공공도서관 자원봉사자의 참여동기와 지속요인이 자원봉사활동 만족도와 마케팅 의도에 미치는 영향에 대한 연구","2021","현재 공공도서관의 자원봉사자는 주로 내부 인력보충의 측면으로 관리되고 자원봉사자 관점에서의 고려가 부족하여 참여의 지속성과 경영효과가 제한적이다. 본 연구는 공공도서관 자원봉사자의 참여 동기와 지속 요인들을 검토하고 이 요인들이 자원봉사자의 만족도와 마케팅 의도에 미치는 영향을 파악하는 것을 목적으로 한다. 이를 위해 자원봉사자, 만족도, 동기요인에 대한 이론적 개념을 기반으로 각 변수에 대한 개념 및 측정요인을 확인하였으며, 자원봉사자 5명의 심층면담을 통해 연구가능성 및 고려요인을 검토하였다. 이를 바탕으로 개발된 설문지로 설문조사를 진행하여 수집된 데이터를 기반으로 통계분석을 실시하였다. 분석 결과, 자원봉사자의 참여동기와 지속 요인은 보수 등의 관리적 요인보다 정서적<U+0387>심리적 요인들이 자원봉사자 만족도와 마케팅 의도에 영향을 미쳤다. 이러한 결과는 관계 중심적 관리 방식으로의 변화의 필요성을 나타내며 자원봉사자를 인력 충원의 관점으로 인식했던 것에서 더 나아가 자원봉사자의 만족을 기반으로 한 공공도서관의 마케팅 자원으로서 활용가치를 높였다는 점에서 의의가 있다.


Volunteers in public libraries are recognized only as internal manpower, so their sustainability and effectiveness are limited because the motivation for volunteering is hardly considered. This study aims to explore the motivation for volunteering in public libraries and the factors to continuation of the volunteering, and to analyze how these factors affect volunteer satisfaction and marketing intentions. To this end, the variables in this studies including satisfaction and motivation was defined operationally based on the related research and a pilot study with several in-depth interviews. A questionnaire survey was executed with the defined variables and the survey data were analyzed statistically. The results showed that the factors of emotional and psychological motivation influenced the satisfaction and marketing intention rather than the managerial factors such as remuneration. The results indicate the need for a change in volunteer management to a relationship-oriented management method. This study is meaningful in that it expands the value of volunteers in public libraries from as managerial to as marketing resources for public libraries.
"
"7795583","가톨릭교회 오픈소스 기록관리시스템 구축 방안에 관한 연구","2021","본 연구에서는 가톨릭교회에서 생산되는 기록물 중 생산 비중이 높고 중요하게 여겨지고 있는 '성사기록물'에 초점을 맞추어 성사 기록물을 체계적으로 관리&#183;보존할 수 있도록 오픈소스 소프트웨어를 활용한 가톨릭교회 기록관리시스템을 구축하는 방안을 모색하고자 하였다. 이를 위해 각종 가톨릭교회의 규정과 참고문헌, 오픈소스 소프트웨어 홈페이지를 분석하였고 천주교 대구대교구의 주교좌 성당인 G성당을 대상으로 인터뷰를 진행하여 가톨릭교회의 기록관리 현황을 조사하였다. 조사한 내용을 바탕으로 성사 기록물의 특성을 반영한 4가지 기술계층 및 기술계층별 메타데이터 구조, 전거 데이터를 설계하였으며 이를 기반으로 오픈소스를 활용한 기록관리시스템에 실험적으로 구현하기 위해 적합한 오픈소스 기록관리시스템으로 AtoM을 선정하여 설계한 내용을 적용하였다."
"7795582","병원정보탐색 어플리케이션의 지속적 이용에 관한 연구","2021","본 연구는 후기수용모델을 통해 병원정보탐색 어플리케이션(이하 병원 앱)의 지속적인 이용과 이용 중단에 영향을 미치는 요인을 파악하고자 하였다. 병원 앱을 사용한 경험이 있는 이용자를 대상으로 2019년 10월 11일부터 18일까지 설문조사를 실시하여 125개의 유효한 데이터를 수집하였고 구조방정식 모형을 사용하여 데이터를 분석하였다. 연구 결과, 병원 앱 사용자의 만족도와 기대일치도는 지속적 이용의도와 지각된 유용성에 각각 유의미한 영향을 미치는 것으로 나타났다. 하지만 지각된 유용성은 지속적 이용의도에 유의미한 영향을 미치지 않는 것으로 나타났다. 본 연구는 기존에 많이 조명되지 않았던 병원 앱에 관한 연구를 통해 이러한 혁신적 기술의 지속적 사용여부에 영향을 미치는 변인들을 파악하였다. 연구 결과는 병원앱의 수용과 이용을 관찰하여 후기수용모델을 재검증하였으며, 응급상황과 같은 긴급한 도움탐색이나 신속함이 강조되는 정보요구를 만족시키는 병원앱의 특수성을 논의함으로써 이론적 확장을 도모하였다. 또한 소비자가 보고한 병원 앱의 유익성과 한계점을 바탕으로 병원 앱 개발자나 운영자들에게 보다 이용자 친화적인 앱을 제공하기 위한 실질적인 시사점을 제공하였다."
